ADR_GenderChild,K4_1451,K5_2501,K6_2501,K7_2501,K8_651,K8_654,K8_655,K8_657,K8_681,K8_683,K8_686,K8_689,K8_693,K8_652,K8_653,K8_656,K8_658,K8_682,K8_684,K8_687,K8_690,K8_692,K8_694,K7_651,K7_652,K7_653,K7_654,K7_655,K7_656,K7_657,K7_658,K6_651,K6_652,K6_653,K6_654,K6_655,K6_656,K6_657,K6_658,K5_651,K5_652,K5_653,K5_654,K5_655,K5_656,K5_657,K5_658,K4_451,K4_452,K4_453,K4_454,K4_455,K4_456,K4_457,K4_458,K6_nSBQ_PROSO,K6_nSBQ_ANXDEP,K6_nSBQ_OPAGGR,K6_nSBQ_ADHD,K6_nSBQ_REAGGR,K6_nSBQ_PHYSAGGR,K6_nSBQ_PROAGGR,K6_nSBQ_INDAGGR,K6_involv,K6_ResilAdult,K6_ResilFriends,K6_BullVict4,K6_GTrust,K6_N1311,K6_N1321,K6_N1331,K6_N1341,K6_DevVar19,K6_SCTRL,K6_SchoolTeach,K6_SchoolClass,K6_SchoolDiffic,K5.6_MigHH2,K5.6_ISEImax,K5_nSBQ_PROSO,K5_nSBQ_ANXDEP,K5_nSBQ_OPAGGR,K5_nSBQ_ADHD,K5_nSBQ_REAGGR,K5_nSBQ_PHYSAGGR,K5_nSBQ_PROAGGR,K5_nSBQ_INDAGGR,K5_involv,K5_ResilAdult,K5_ResilFriends,K5_BullVict4,K5_GTrust,K5_1331,K5_1321,K5_1311,K5_1341,K5_DevVar19,K5_SCTRL,K5_SchoolTeach,K5_SchoolClass,K5_SchoolDiffic,K5.6_MigHH2.1,K5.6_ISEImax.1,T4.3_ACHI01,T4.3_ACHI02,T4.3_ACHI03
2,5,3,3,3,2,2,2,1,2,3,1,1,1,3,1,2,4,1,1,1,2,1,1,2,1,1,2,2,5,2,3,2,3,2,4,4,5,3,5,3,1,1,2,1,4,2,3,1,3,1,2,2,4,1,2,3.875,3.875,2.02092013343599,2.75,1.33333333333333,1,1,1,3.5,3,4,1,2.33333333333333,1,1,1,1,5,1.9,4,4,1.33333333333333,1,29,3.875,2.375,1.66666666666667,3,1.66666666666667,2,1.33333333333333,1.33333333333333,3.33333333333333,3.5,4,1.5,2,0,0,1,0,3,2,4,4,1.66666666666667,1,29,4,4,4
1,1,NA,3,1,3,2,2,2,3,3,2,2,2,2,2,3,4,1,1,1,3,1,1,3,1,1,2,3,1,1,2,3,1,1,3,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,3,1,2,3.75,2.875,1.33333333333333,2.25,1.33333333333333,1,1,1.33333333333333,3.16666666666667,3.5,3.66666666666667,1.25,2,1,0,1,1,2,2.2,3.66666666666667,3.33333333333333,1.33333333333333,2,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,77,4,4,2
1,5,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,3,3,2,2,2,2,3,3,3,2,2,1,2,1,2,1,2,3,2,1,3,3,3,3,1,2.875,2.625,2.66666666666667,2.5,1.33333333333333,1,1.33333333333333,1.33333333333333,2.66666666666667,3.5,4,1.25,2.66666666666667,1,1,1,0,3,2,4,4,2,1,51,3.56167852660726,1.625,1.33333333333333,2.5,1.33333333333333,1,1,1.33333333333333,3.5,3.25,3.33333333333333,1.5,2,1,1,1,0,5,1.9,3,4,2.66666666666667,1,51,1,3,5
1,2,2,1,1,1,2,1,1,2,1,3,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,4,2,2,2,4,4,1,2,3,2,2,4,4,4,4,1,5,4,4,4,5,2,3,1,2,2,2,5,2,3.75,2.5,1.33333333333333,2.25,2.33333333333333,2,1.33333333333333,2.33333333333333,3.33333333333333,3.25,2.33333333333333,1.75,3.33333333333333,1,0,1,1,7,2.4,3,3,2,1,44,3.25,3.625,1,3,1.33333333333333,1.66666666666667,2,1.66666666666667,2.83333333333333,2.25,3.66666666666667,1,3,1,1,1,1,6,2.9,2.66666666666667,3.66666666666667,2,1,44,5,5,3
1,3,NA,1,1,4,5,5,5,5,5,5,5,5,5,3,4,5,1,3,3,5,2,1,3,3,2,3,3,4,2,3,4,1,1,1,3,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,1,3,1,2,2.875,1.875,1,2.25,1.33333333333333,1,1.33333333333333,1.33333333333333,2.66666666666667,1,3.66666666666667,3,2.33333333333333,1,0,1,1,4,2,2.33333333333333,2.66666666666667,3.33333333333333,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,16,4,3,4
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,3,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2.875,2.125,1,2.00065159367989,1.66666666666667,1.33333333333333,1,2,3.5,3.25,3.66666666666667,1.25,2.66666666666667,0,0,0,0,2,1.7,4,3.66666666666667,2,2,NA,NA,NA,NA
2,3,3,1,1,3,2,1,2,2,3,3,2,1,2,2,2,4,1,1,1,2,1,1,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2.625,1.125,2,2,3,1.33333333333333,2,1.66666666666667,3.66666666666667,3.75,4,1,3.33333333333333,0,0,0,0,0,2.3,1.33333333333333,1.66666666666667,1.33333333333333,2,43,3.375,1.625,1,1.25,2,1,1,2.33333333333333,3.5,2.5,4,1.25,2,0,0,0,0,2,2.1,3.66666666666667,3.33333333333333,1.33333333333333,2,43,3,2,1
1,5,2,1,5,2,3,4,2,2,2,1,1,1,2,1,2,2,1,1,1,3,3,1,2,2,2,3,4,3,1,3,2,2,2,3,3,4,1,3,3,3,2,3,3,4,1,3,2,1,2,2,2,1,3,2,2.48290910654437,2.875,1.33333333333333,3.25,2.33333333333333,1,2.33333333333333,2.33333333333333,2.33333333333333,1.5,4,2.25,2,1,1,1,1,8,1.55555555555556,2.66666666666667,3,2,2,50,2.375,2.75,2,5,2,2.33333333333333,1.33333333333333,2.33333333333333,2.4,2,3,2,2.66666666666667,0,0,0,0,3,2.3,2.66666666666667,3,2.66666666666667,2,50,3,2,3
2,3,1,2,1,5,4,3,4,3,5,4,4,1,4,1,1,4,1,1,1,3,1,1,4,3,2,2,2,2,3,2,4,3,2,4,2,3,2,2,5,3,3,3,2,4,3,1,3,4,2,3,2,4,2,3,3.25,3.125,1.33333333333333,2.75,1.33333333333333,1,1,1.33333333333333,3,1.75,4,1,2.66666666666667,1,1,1,1,0,1.7,3,3,1.33333333333333,1,NA,3.25,3.125,1.66666666666667,2.5,1.66666666666667,1,1,1,3.5,2.5,4,1,2,0,0,0,0,2,1.4,3.66666666666667,4,1.66666666666667,1,NA,4,4,2
2,NA,2,3,2,3,2,2,1,1,4,2,1,1,1,1,3,2,1,1,1,1,1,1,5,2,1,3,1,4,2,3,5,1,1,2,1,2,1,3,1,2,2,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3.875,1.625,1.66666666666667,3,1.33333333333333,1,1,1.66666666666667,3.66666666666667,3,4,1.5,3,0,0,0,0,1,1.9,3.66666666666667,4,1.66666666666667,1,44,4.375,1.625,1.33333333333333,2.75,1.33333333333333,1.33333333333333,1,1.66666666666667,3.66666666666667,3.75,3,1.5,2,0,0,0,0,2,2.1,3,3.66666666666667,1.66666666666667,1,44,NA,NA,NA
1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,2,3,2,4,3,1,1,3,2,4,1,5,5,1,1,4,5,1,1,3,1,1,2,2,4,2,1,5,3,2.875,1.66666666666667,2.25,2.66666666666667,2.66666666666667,3,2,2.33333333333333,3,4,1.5,2.33333333333333,1,1,1,1,8,1.9,1.33333333333333,3,2.33333333333333,1,50,3,2.875,2,2.5,2.33333333333333,2.66666666666667,2.66666666666667,3.66666666666667,3.33333333333333,3,4,4,2.33333333333333,0,0,0,0,3,2.7,2.66666666666667,2.66666666666667,2.33333333333333,1,50,2,4,4
1,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,1,1,1,2,3,1,1,2,1,2,2,1,4,1,2,3,1,3,1,3,4,1,1,2,1,2,1,2,3.375,1.875,1,2.25,1,1.33333333333333,1.33333333333333,1,1.66666666666667,2,4,1,2,NA,NA,NA,NA,7,2.6,3,3.66666666666667,1.33333333333333,2,23,2.125,2.75,3.66666666666667,4.25,2.66666666666667,4.66666666666667,3,3,2.16666666666667,2.75,4,2,3,0,0,0,0,13,2.3,4,4,1.66666666666667,2,23,5,3,1
1,1,2,2,1,3,2,2,1,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,1,1,3,1,2,1,2,2,1,2,4,1,2,1,3,3,3,3,3,4,5,3,4,2.375,1.875,1.33333333333333,2,1.66666666666667,1.33333333333333,1,1.33333333333333,1.5,1.5,3.66666666666667,1.75,1.33333333333333,1,1,1,1,6,1.9,3,2.33333333333333,1.33333333333333,1,NA,2.5,2,2,1.58684521856649,2,2,1,1,2.33333333333333,2.75,4,1.5,4,1,0,1,NA,1,2.1,4,4,2.66666666666667,1,NA,2,2,4
1,5,5,3,3,2,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,1,1,1,3,4,1,1,1,3.375,1.125,1.66666666666667,3,2.66666666666667,2,2.33333333333333,2.66666666666667,3.16666666666667,2.75,3,1.25,2.66666666666667,1,1,1,0,3,2.2,3,4,2,2,38,2.75,2.125,1.33333333333333,3,1.66666666666667,1,1,1.66666666666667,3.5,2.75,4,1,2.66666666666667,0,0,0,0,2,2.4,3.33333333333333,2.66666666666667,1.33333333333333,2,38,4,4,3
1,NA,2,1,1,3,4,2,1,3,3,2,2,1,1,1,2,3,1,1,1,3,3,1,4,1,4,2,3,5,4,2,2,1,1,4,2,4,1,3,4,1,1,2,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3.375,2.875,2,4,1,1.33333333333333,1,1,1.83333333333333,3.75,4,3.33333333333333,2,1,1,1,1,4,2.5,3,3,3.66666666666667,1,71,3.75,2,1.66666666666667,3.25,2.33333333333333,3,1.33333333333333,1.33333333333333,1.66666666666667,3.5,3.33333333333333,1.75,2.33333333333333,1,0,1,0,10,2.8,4,4,2,1,71,NA,NA,NA
1,NA,1,1,1,3,1,3,3,2,1,2,3,3,3,3,3,2,2,2,4,3,2,1,2,2,2,1,1,3,4,3,2,3,2,4,2,1,2,2,4,3,4,3,2,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,3.375,2.5,1.66666666666667,3.25,3.33333333333333,2.33333333333333,1,4.33333333333333,3,2.25,3,1,2.33333333333333,0,0,0,0,3,2.1,3.66666666666667,3.66666666666667,1.66666666666667,2,16,3.75,3.125,1.33333333333333,3,2.33333333333333,1.62591260774886,1,1,2.5,2.5,4,1.75,2,0,0,0,0,5,2.4,3,1,2,2,16,NA,NA,NA
2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,3,2,3,4,3,2,1,1,1,1,3,1,3,2,1,1,1,2,2,3,2,NA,1,1,1,2,1,1,4.25,1.375,1.33333333333333,1.25,2,1,1,1.33333333333333,2.83333333333333,2.75,4,2,2.66666666666667,1,0,1,0,1,2.2,4,3,1,2,23,4.25,1.625,1.33333333333333,1.5,2,1,1,1.08495924221095,2.16666666666667,2.75,3.66666666666667,1.5,3,0,0,0,0,2,1.4,4,3,1.66666666666667,2,23,4,3,1
2,NA,2,2,2,3,4,4,4,4,3,3,4,3,3,2,4,3,1,1,1,3,1,1,5,3,3,5,5,5,2,5,4,5,5,5,4,5,5,5,3,4,2,4,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3.875,5,2.33333333333333,3.75,4,1,1.33333333333333,2.33333333333333,2,2.75,3.66666666666667,2.25,2,0,0,0,0,2,1.9,1.33333333333333,2.66666666666667,2.33333333333333,1,25,4.25,3.125,2.84319439215379,3.25,2.66666666666667,1.33333333333333,1,1.66666666666667,2.83333333333333,2,4,1.5,2.66666666666667,0,0,0,0,2,2,3,3.66666666666667,2,1,25,NA,NA,NA
1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3
1,5,4,3,3,2,2,2,1,2,2,1,1,1,2,1,1,3,1,1,1,3,4,1,5,2,2,4,4,3,1,3,4,2,2,2,3,4,2,2,5,1,1,2,2,5,1,4,3,2,2,1,1,5,1,4,3.375,2.25,1.5629615513088,3,2,1.66666666666667,2.33333333333333,2.66666666666667,3,2.75,4,1.75,2,1,1,1,1,4,2.4,3,2.66666666666667,1.66666666666667,2,39,3.375,2,1.66666666666667,3.75,1.66666666666667,1.66666666666667,1,1.66666666666667,2.83333333333333,3.5,3.66666666666667,1.25,2.33333333333333,1,1,1,0,2,2.2,3.66666666666667,3.66666666666667,2,2,39,5,5,3
1,5,5,5,4,2,1,1,1,1,2,1,1,1,1,1,3,2,1,1,1,3,1,1,2,1,2,1,2,2,3,1,2,2,1,2,2,4,2,3,3,2,3,3,1,3,2,3,2,3,1,3,3,4,1,1,4.375,2,1.66666666666667,3.5,2,2,1.66666666666667,2,3.66666666666667,4,4,1.75,3,0,0,0,0,2,1.7,4,4,1.66666666666667,2,43,4.25,2.375,1.33333333333333,1.75,1.33333333333333,2,1.66666666666667,1,3.6,2.5,4,3.25,3.33333333333333,0,0,0,0,0,1.6,3,2.66666666666667,1.33333333333333,2,43,1,1,4
2,NA,5,4,4,3,4,5,1,4,3,3,3,2,5,3,5,3,1,2,1,4,1,1,5,4,4,4,3,5,4,3,3,1,3,3,2,5,3,4,3,2,2,3,2,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4.25,2.875,2,3.75,2,1.33333333333333,1.33333333333333,1.66666666666667,3.5,3.25,4,5.25,1.66666666666667,0,1,1,0,4,2.6,3,2.33333333333333,2,1,55,4,3.125,1.66666666666667,4,2.66666666666667,1.66666666666667,1.33333333333333,1.33333333333333,3,2.75,3,3.5,2.66666666666667,1,1,0,0,4,2.3,2.66666666666667,2.66666666666667,2,1,55,1,4,3
2,5,4,4,4,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,1,1,4,1,1,2,2,4,2,2,3,2,1,1,2,2,1,1,4,2,1,2,1,3,3,1,4,1,1,2,2,4,1,3,3.75,1.875,1.33333333333333,2.25,1.33333333333333,1,1,1,3.5,3.5,4,1.75,2,0,0,0,0,7,1.5,3.33333333333333,3.33333333333333,1.66666666666667,1,65,3.25,1.7546245533766,1.66666666666667,2.5,2,1,1,1.33333333333333,2.83333333333333,3.25,4,2.5,2.33333333333333,0,0,0,0,2,2.8,3,2.66666666666667,1,1,65,5,4,5
2,NA,2,2,2,3,3,3,4,1,4,3,3,1,3,4,4,4,3,3,3,2,3,1,4,3,2,3,3,5,4,3,4,5,3,4,3,5,5,5,5,3,1,3,3,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,4.375,3.875,1.33333333333333,4,2.33333333333333,1.33333333333333,1,1.66666666666667,3,1.5,3,2,2.33333333333333,1,0,1,0,3,2.1,3.33333333333333,3,3.66666666666667,2,NA,4,3,1.66666666666667,3,3.33333333333333,1,2.33333333333333,1.66666666666667,3.66666666666667,1.5,3.66666666666667,1.75,3,0,0,0,0,2,2.8,1.66666666666667,2.66666666666667,2.33333333333333,2,NA,NA,NA,NA
2,3,1,2,NA,3,2,3,1,2,2,1,1,1,5,3,3,5,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,4,3.75,1.375,1,2.25,1.33333333333333,1,1,1,3.16666666666667,3.25,4,1.5,2,0,0,0,0,7,1.9,2.66666666666667,3.33333333333333,3,2,16,3.625,1.25,1.33333333333333,3.5,2,4.33333333333333,3,3.66666666666667,3.5,3.25,4,2.5,3,0,1,0,0,3,2,3.33333333333333,2.66666666666667,1.66666666666667,2,16,1,1,3
2,4,NA,2,2,1,3,1,1,1,3,1,1,1,4,1,4,3,1,1,1,1,1,1,1,4,3,4,2,2,2,3,1,2,3,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,2,2,5,2,3.75,2.5,2.33333333333333,2.5,2,1.33333333333333,1.33333333333333,1.66666666666667,3.16666666666667,3.5,4,1,2.33333333333333,1,1,1,1,4,2.1,4,4,1.33333333333333,1,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,52,5,5,4
1,NA,2,2,4,3,3,3,1,2,2,2,1,1,2,1,3,3,1,1,1,4,2,1,3,1,2,3,3,3,4,3,3,1,NA,2,1,NA,1,2,4,1,1,2,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3.25,1.5,1,1.75,1.33333333333333,1,1.33333333333333,1.33333333333333,3.33333333333333,3.5,4,1,2.66666666666667,1,1,0,0,2,NA,3.33333333333333,3.33333333333333,2.33333333333333,1,43,3.25,1.875,1.66666666666667,3.5,3,2.33333333333333,2.33333333333333,3.33333333333333,2.83333333333333,3.5,4,2,1.66666666666667,1,0,1,1,7,3.1,2.66666666666667,3,3,1,43,NA,NA,NA
1,5,NA,1,2,3,4,5,1,4,3,5,5,1,2,5,4,4,1,1,1,4,1,1,5,3,5,5,4,5,3,5,2,3,5,2,2,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,1,4,NA,1,3.875,2.75,2,2.25,4,1.66666666666667,2.66666666666667,2.66666666666667,1.16666666666667,1.75,4,1,1,0,1,0,0,3,2.3,2.66666666666667,3,1.66666666666667,1,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,53,NA,NA,NA
1,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,3,1,1,2,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,2,1,1,3.25,1.875,1,2.25,1,1,2,2,2.66666666666667,3.5,3,1.5,2.66666666666667,0,0,0,0,2,2.3,2.33333333333333,2.66666666666667,1.66666666666667,2,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,38,1,1,5
2,3,NA,2,1,3,2,2,2,2,3,2,2,1,3,1,3,2,1,1,1,2,1,1,4,2,1,1,1,3,2,3,4,3,3,1,2,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,2,3,4,1,3,2.25,1.33333333333333,3.25,2.33333333333333,2.33333333333333,1.66666666666667,1.66666666666667,3.5,4,4,1,2,1,1,1,0,4,2.3,3.33333333333333,3,2,1,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,49,3,2,2
2,3,2,1,2,4,3,3,3,1,3,4,3,3,5,5,4,4,3,2,4,3,1,2,3,3,2,2,3,4,2,4,4,2,3,3,4,4,4,3,5,2,2,2,2,4,3,3,2,2,2,2,3,2,2,3,4.375,3.5,1,3,1.66666666666667,1,1.33333333333333,1.33333333333333,2.16666666666667,1.5,3.66666666666667,1.25,3.33333333333333,1,NA,1,0,1,1.8,3,3.66666666666667,1.66666666666667,1,39,3.5,2.625,2.33333333333333,3,2.33333333333333,1,1,1.66666666666667,2.5,1.75,3.33333333333333,1,2.66666666666667,0,0,1,0,4,1.7,2.66666666666667,2.66666666666667,2.33333333333333,1,39,1,1,4
1,5,5,4,4,1,4,4,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,3,1,1,1,1,3,1,3,2,3,2,1,2,4,1,1,3,2,2,2,2,3,2,1,2,1,4,1,1,4.25,1.875,1,2.75,1.33333333333333,1,1,1,3.5,3.75,4,1.75,3,1,1,0,0,2,1.8,3.66666666666667,3.33333333333333,1.33333333333333,1,51,4.125,2.125,1.33333333333333,2.25,1.33333333333333,1,1.33333333333333,1,3.5,3.5,4,2,3,0,0,0,0,3,1.5,3.66666666666667,3,1,1,51,4,2,4
1,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,1,4,2,2,3,2,1,4,4,3,4,4,2,3,1,4,5,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,4.375,3.25,1.66666666666667,2.5,2,1,1,1,2.83333333333333,3.75,4,1,1.66666666666667,0,0,0,0,5,2.1,3.66666666666667,3.33333333333333,2,1,45,3.5,2.75,1,2.5,1.33333333333333,1,1,1.66666666666667,2.83333333333333,3.25,3.66666666666667,2.25,2,0,0,0,0,1,1.4,2.33333333333333,1.66666666666667,1.33333333333333,1,45,4,5,3
1,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,1,3,1,1,2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,1,3,3,3,3.5,2.125,1.33333333333333,2.25,2.33333333333333,2,1.66666666666667,2.66666666666667,3.33333333333333,3,4,1.25,2,1,1,1,1,5,2.3,3.33333333333333,3,2,2,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,69,5,4,5
2,NA,4,3,5,2,2,3,4,2,2,1,1,1,2,2,3,3,1,1,1,3,1,1,2,3,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,3.625,1.625,1.33333333333333,1.25,1.66666666666667,2,2.33333333333333,2.33333333333333,3.66666666666667,3.75,4,2.25,3,1,1,1,1,4,2.6,2,3.33333333333333,2.33333333333333,1,51,3.625,2.25,1.66666666666667,1.25,3,1,1.33333333333333,1.33333333333333,3.66666666666667,3.75,3.66666666666667,2,3,1,1,1,0,5,2,3.66666666666667,3.33333333333333,2,1,51,4,4,2
2,5,3,4,4,2,4,3,1,1,3,2,2,3,3,2,1,1,1,1,1,3,1,1,2,1,2,3,3,1,4,4,4,2,2,4,2,1,4,5,3,3,2,3,3,2,1,3,1,2,1,1,1,3,1,5,2.625,2.75,1.33333333333333,2,2.33333333333333,1,1.33333333333333,1.66666666666667,2.33333333333333,2.75,3.33333333333333,2.25,2.66666666666667,0,0,0,0,1,2.3,3,2.66666666666667,2.66666666666667,2,25,3.625,2.625,2,2.25,3.33333333333333,1.66666666666667,1.33333333333333,1.66666666666667,3.66666666666667,1.75,4,2.25,2.66666666666667,0,0,0,0,2,2.3,2.66666666666667,3.33333333333333,2.33333333333333,2,25,NA,NA,NA
2,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,4,2,4,1,4,3,3,2,2,2,1,2,1,3,4,3,2,2,3,4,2,2,2,2,2,1,2,1,1,3.875,1.625,1.33333333333333,3,2.33333333333333,1,1,1,3.5,3,4,1.25,1.66666666666667,1,0,1,0,3,2.3,3.66666666666667,3.66666666666667,1,2,43,4.375,2.625,2,2.5,2.33333333333333,1.66666666666667,1,2.66666666666667,3.5,3.5,3.33333333333333,1,3,0,0,0,0,2,2.4,3,2.66666666666667,2.33333333333333,2,43,3,3,3
1,2,2,2,2,1,2,2,1,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,3,1,1,2,3,1,1,2,2,2,1,1,3,2,2,2,3,2,1,1,4,1,1,1,1,1,1,1,3.125,1.875,1.33333333333333,2.75,2,2,1,2,2.83333333333333,3,3.33333333333333,2.5,2,0,0,1,0,1,2.7,3,3,2,2,23,2.875,1.875,1.33333333333333,1.75,2.33333333333333,2.66666666666667,3,3,2.16666666666667,3.5,3,2.5,1.66666666666667,0,0,0,0,4,2.3,3.33333333333333,1.66666666666667,2.66666666666667,2,23,3,3,5
1,NA,2,2,1,2,4,1,2,2,2,2,1,1,2,2,1,3,1,1,1,1,1,1,3,1,2,2,2,1,1,3,3,2,1,2,1,1,1,2,4,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2.49700504020611,1.75,1,2.25,1.66666666666667,1.33333333333333,1.66666666666667,1.66666666666667,1.5,2,3.66666666666667,1.25,2.33333333333333,1,0,1,1,5,2.5,3,2.66666666666667,2.33333333333333,2,30,2.14894915655366,1.375,1,2,1.66666666666667,2,2,2.66666666666667,2.4,2.75,3.66666666666667,1,2,0,0,0,0,0,1.4,4,3.66666666666667,2,2,30,NA,NA,NA
1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,2,1,2,2,1,2,1,3,2,1,3,3,3,1,1,3,3,2,2,2,3,3,1,5,1.75,1,3,1.33333333333333,1,1.33333333333333,2.33333333333333,3.66666666666667,4,3,2,4,0,0,0,0,1,1.8,4,3.33333333333333,3,2,61,3.875,3,1,3.75,2.16415095713399,1.66666666666667,1.33333333333333,3,3.5,3.5,2.5,2,3,0,0,0,0,5,3.2,3.33333333333333,4,2.33333333333333,2,61,3,3,3
2,3,3,2,2,2,2,2,2,1,2,2,3,2,3,2,2,2,1,1,1,3,1,1,2,2,3,4,2,3,3,3,4,2,1,2,1,3,2,3,2,2,1,1,2,3,1,4,2,1,1,1,1,3,1,1,3.125,2.5,1,2.19338755117964,2.33333333333333,1.33333333333333,1.66666666666667,2.66666666666667,3.16666666666667,3.5,4,2.75,3,1,0,0,0,5,2.3,3,3.33333333333333,2,2,21,3.625,2,1,1.5,2,1,1.06295062315201,1,3.5,1.75,4,1.75,3,0,0,0,0,0,2.3,3,3.66666666666667,2.33333333333333,2,21,1,4,4
1,NA,NA,3,1,2,3,3,2,1,3,3,1,2,3,3,2,3,1,2,1,3,3,1,3,2,3,1,1,1,1,1,4,1,4,3,1,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.875,2.25,3.04252229113178,1.75,1.33333333333333,1,1.66666666666667,1.66666666666667,2.83333333333333,2.5,4,1,2.33333333333333,0,0,0,0,0,1.6,4,4,1,1,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,51,NA,NA,NA
